Date,LTP,Open,High,Low,Quantity,Score
1/28/2013,279.80481,280.930939,282.81781,278.538544,4685100,-0.2263
1/30/2013,282.537537,280.450439,282.542542,278.823822,5996300,-0.2263
2/05/2013,285.710724,281.591583,287.392395,279.904907,4988800,0.1476
2/07/2013,291.056061,287.082092,292.432434,286.846832,4148200,-0.4215
2/08/2013,289.044037,290.19519,290.290283,287.042053,4688700,-0.6486
2/10/2013,282.887878,290.210205,290.210205,282.147156,4018500,0.3182
2/19/2013,286.026031,284.284271,286.026031,283.193207,4451300,0
2/26/2013,280.630646,283.948944,284.329315,278.953949,3160000,-0.4019
3/05/2013,282.62262,281.661652,283.583588,280.02002,2697600,-0.6369
3/08/2013,284.934937,284.134125,287.282288,283.293304,3381200,0.1779
3/12/2013,282.437439,283.233246,283.398407,278.883881,3837900,0
3/13/2013,290.325317,287.767761,290.355347,286.386383,5033900,0.056666667
3/15/2013,290.525513,291.201202,291.791779,288.538544,3307600,-0.10115
3/19/2013,294.209198,290.295288,294.499512,289.289276,2376600,-0.2023
3/22/2013,298.25827,294.674683,300.330322,294.564575,4687100,-0.5267
4/02/2013,293.283295,296.521515,297.057068,291.701691,4319200,0
4/03/2013,293.298309,292.767761,294.594604,290.915924,3426700,0
4/09/2013,291.141144,295.390381,296.511505,289.659668,3842300,0
4/10/2013,285.88089,288.438446,289.214203,282.752747,6991600,-0.2263
4/11/2013,285.525513,283.843842,286.251251,281.326324,4614900,0
4/15/2013,288.548553,286.361359,289.864868,284.55957,3948000,-0.7003
4/16/2013,287.747742,288.47348,289.884888,286.176178,2922200,0
4/18/2013,288.653656,289.504517,290.625641,284.484497,3356800,-0.4767
4/19/2013,290.670685,288.778778,292.137146,288.353363,3093300,0
4/24/2013,296.826813,293.363373,299.539551,293.293304,9340000,0
4/26/2013,305.715729,304.684692,306.776764,299.389404,12914400,0.128
5/01/2013,308.063049,300.540527,309.484497,299.424438,7116200,-0.3818
5/03/2013,304.089081,307.8078,309.274261,302.472473,4014700,0
5/07/2013,304.299286,304.464478,306.997009,302.987976,3642300,0
5/09/2013,306.987,307.8078,308.743744,305.320313,3367000,0
5/12/2013,317.797791,309.754761,317.81781,309.059052,7092300,0.3818
5/16/2013,316.466461,318.343353,321.621613,315.065063,4369000,0
5/17/2013,316.801788,314.444458,318.568573,314.424438,3727400,0
5/22/2013,316.656647,318.968964,320.075073,316.006012,3685500,-0.2732
5/23/2013,314.689697,313.068054,319.33432,312.017029,3951400,0.21395
5/24/2013,320.985992,320.320313,322.18219,318.388397,3790400,0
5/28/2013,321.73172,320.125122,325.015015,319.929932,3561200,0
6/05/2013,320.590576,321.216217,322.452454,318.553558,3959600,0.128
6/06/2013,321.436432,319.844849,323.25827,319.56958,2641700,-0.34
6/10/2013,321.49649,322.577576,323.508514,321.081085,2138400,0
6/11/2013,321.32132,319.614624,321.441437,318.383392,2866300,0
6/18/2013,330.335327,324.034027,330.405396,323.663666,6529200,-0.2263
6/20/2013,334.664673,329.954956,336.761749,329.829834,7316000,0
6/24/2013,334.104095,335.475464,337.462463,332.382385,4816500,0
6/25/2013,336.771759,334.089081,337.657654,333.873871,3431900,-0.148
7/09/2013,338.908905,337.3974,338.963959,336.186188,4351000,0.4019
7/11/2013,338.108093,338.088074,339.77478,336.666656,3512600,-0.4215
7/18/2013,335.090088,336.891907,339.339325,331.416412,4439900,0.4635
7/19/2013,338.928925,334.024017,340.640656,333.683685,3814500,-0.2262
7/22/2013,338.738739,337.472473,340.580566,335.835846,3564800,-0.1027
7/30/2013,339.654663,338.138153,340.565552,337.37738,2850300,0
8/01/2013,334.944946,331.826813,336.336334,329.949951,5222100,-0.1027
8/25/2013,338.963959,332.832825,339.149139,332.702698,4113000,0
9/09/2013,344.349335,339.024017,344.839844,338.413422,5974600,0
9/10/2013,341.181183,342.462463,344.039032,340.43042,3250500,0
9/12/2013,342.887878,342.342346,344.634644,340.360352,4249900,0.296
9/13/2013,340.86087,342.617615,342.842834,337.087097,3775400,0.2023
10/02/2013,340.700714,340.340332,343.593597,339.909912,3412900,0.1531
10/04/2013,350.050049,343.323334,350.295288,342.707703,6080900,0.08575
10/10/2013,353.428436,350.350342,356.481476,349.184174,6459500,-0.2263
10/17/2013,350.735748,355.235229,356.761749,349.544556,5114800,-0.0209
10/18/2013,346.441437,349.329315,350.67569,345.845856,3743800,0.0334
10/23/2013,345.785797,345.050049,347.802795,340.780792,5279300,0.2263
10/29/2013,353.373383,346.891907,354.854858,345.615601,5312600,0
10/30/2013,355.19519,355.155151,356.856842,353.858856,5231700,0
10/31/2013,355.345337,354.409424,356.796783,352.852844,3013500,-0.173533333
11/01/2013,359.499512,354.244232,359.689697,353.743744,4129400,0
11/06/2013,364.114105,359.1091,364.644653,358.563568,6190400,-0.2023
11/13/2013,364.424438,362.597595,366.056061,360.970978,5808900,0.2202
11/14/2013,367.362366,366.471466,367.82782,365.425415,12705400,-0.2263
11/18/2013,375.065063,365.865875,375.395386,365.490479,7120400,0.3875
11/28/2013,374.954956,376.901917,382.82782,374.204193,12104800,-0.2263
12/05/2013,377.107117,375.300293,381.001007,370.87088,11334400,-0.2263
12/09/2013,378.628632,380.355347,381.801788,376.201202,7854300,0
12/10/2013,377.627625,377.452454,380.030029,375.950958,5561400,0
12/13/2013,381.271271,379.904907,382.882874,378.48349,6329600,0
12/16/2013,378.873871,382.982971,383.378387,375.510498,5574800,-0.17
12/20/2013,381.631622,378.238251,382.342346,376.476471,4412100,0.4019
1/08/2014,384.409424,381.756744,385.330322,380.080078,4903400,-0.2732
1/13/2014,384.209198,385.740753,387.577576,382.887878,5466300,-0.47185
1/14/2014,379.299286,380.88089,382.17218,377.452454,3913200,0.34
1/15/2014,372.417419,380.21521,381.041046,371.636627,6000300,-0.3818
1/20/2014,372.652649,371.3013,374.13913,369.514526,4075700,0.5267
1/29/2014,376.116119,376.826813,379.629639,375.520508,4763000,-0.31245
1/30/2014,372.747742,376.3013,377.812805,372.422424,4803500,0
1/31/2014,370.86087,371.341339,372.287292,365.715729,6032100,-0.032733333
2/03/2014,372.722717,370.435425,373.868866,368.598602,4112200,0
2/05/2014,378.123108,372.347351,378.548553,370.500488,4581200,0.296
2/12/2014,347.847839,378.148163,380.090088,338.338348,24859900,0.296
2/24/2014,341.236237,353.143158,353.703705,336.336334,22941400,0
2/25/2014,339.674683,340.845856,342.657654,335.185181,8103000,-0.6705
3/18/2014,340.515503,336.341339,344.009003,336.336334,5827300,0
3/19/2014,338.988983,343.743744,343.843842,337.972961,4988000,0
3/21/2014,339.219208,340.340332,341.341339,337.092102,4797300,-0.5859
3/22/2014,337.912903,338.588593,341.856842,335.935944,3897600,0
3/24/2014,340.490479,340.270264,340.840851,337.83783,3070900,0
3/25/2014,344.13913,340.090088,345.795807,339.699707,4096000,-0.4767
3/28/2014,344.304291,347.742737,348.123108,344.029022,4644100,-0.0258
4/04/2014,341.821808,342.59259,343.773773,338.118103,3268500,0.128
4/08/2014,341.201202,343.083069,343.593597,339.114105,3162400,0.128
4/09/2014,333.89389,337.83783,339.454468,333.578583,4460100,0.4404
4/10/2014,326.471466,335.435425,336.081085,325.940948,5188800,-0.2023
4/11/2014,331.846832,327.652649,334.504517,325.475464,6221900,-0.1027
4/14/2014,333.283295,332.207214,335.235229,330.765778,2808900,0.33525
4/16/2014,329.854858,331.831818,334.134125,329.444458,3185200,0.6705
4/17/2014,326.601593,330.660675,331.421417,325.575562,3333400,-0.0258
4/24/2014,323.953949,325.325317,330.330322,322.272278,3694100,0.1366
4/25/2014,323.91391,323.318329,326.836823,318.318329,6869500,0.2732
5/07/2014,334.439453,328.178192,334.7948,328.093079,4731600,0
5/09/2014,335.320313,335.090088,339.339325,332.617615,4173200,0.4404
5/11/2014,333.26828,334.829834,335.235229,330.530518,4220100,0.4019
5/12/2014,334.319305,335.320313,335.335327,333.383392,1843100,0.7184
5/14/2014,330.905914,333.553558,333.833832,329.839844,4404700,0
5/16/2014,335.690704,330.415405,337.83783,329.329315,5012300,0
5/29/2014,342.177185,334.339325,342.797791,332.277283,6077900,0.7184
5/30/2014,346.29129,344.234222,347.297302,341.341339,5547400,0.125
6/02/2014,349.534546,346.001007,349.959961,343.188202,6320800,-0.1366
6/04/2014,347.972961,351.471466,353.298309,347.402405,4380600,0
6/10/2014,345.86087,347.847839,348.103088,343.193207,3979400,0
6/12/2014,344.254242,346.421417,347.597595,341.5065,3721000,-0.8591
6/13/2014,345.910919,344.13913,348.153168,342.597595,2921600,0.34
6/19/2014,342.447449,347.847839,348.788788,341.551544,3834700,-0.02675
6/25/2014,343.05304,343.038025,346.171173,342.237244,2730600,0
6/26/2014,348.788788,345.345337,351.31131,344.204193,5369800,-0.4215
6/29/2014,349.12912,349.964966,352.107117,347.087097,4847100,0
7/01/2014,351.701691,358.318329,358.593597,350.125122,6882900,-0.2202
7/17/2014,351.331329,349.934937,354.264252,349.564575,4255900,0.051566667
7/18/2014,360.750763,353.103088,361.32132,352.362366,6064700,-0.0129
7/21/2014,360.895905,358.658661,364.914917,357.882874,6003700,-0.0772
7/22/2014,360.415405,360.715729,361.861847,358.6987,3833300,0.20095
7/30/2014,361.541534,361.992004,362.687683,358.843842,3310600,0
9/03/2014,358.173187,357.342346,359.769775,355.615601,7044900,0
9/04/2014,355.105103,357.61261,357.947937,354.089081,1680100,0
9/10/2014,354.789795,354.389404,356.796783,351.556549,2362400,0
9/11/2014,353.498505,353.92392,354.77478,349.654663,3291500,-0.0772
9/16/2014,350.355347,351.196198,353.808807,350.355347,2801100,0.4019
10/08/2014,354.044037,350.350342,355.640656,348.348358,3990800,0
10/14/2014,361.987,360.070068,363.863861,358.633636,5077500,-0.2263
10/16/2014,362.197205,362.82782,366.331329,360.720734,4631700,-0.195125
10/22/2014,369.35434,365.035034,371.10611,364.204193,5521400,0.2732
11/05/2014,367.742737,368.093079,370.060059,365.65567,3308000,0
11/24/2014,367.017029,368.138153,368.518524,362.577576,3348800,0.296
11/25/2014,369.429443,366.501495,369.544556,364.664673,4045300,-0.5859
11/26/2014,371.111115,371.786774,372.872864,367.117126,3667700,-0.34
12/15/2014,370.365356,371.371368,371.586578,368.518524,2567800,-0.3612
12/18/2014,361.987,368.868866,371.471466,361.53653,5722000,-0.05135
12/29/2014,362.82782,360.025024,367.867859,356.406403,7847500,-0.296
1/12/2015,357.952942,361.561554,362.532532,357.1922,4042700,-0.01075
1/14/2015,356.016022,359.214203,360.180176,355.865875,4418500,0.7928
1/21/2015,352.607605,355.535522,356.74173,351.016022,6447100,0.128
1/26/2015,351.786774,352.682678,353.02301,348.108093,7577200,0
1/29/2015,371.121124,368.363373,374.874878,368.263275,11806300,0.1468
2/19/2015,377.482483,370.990997,378.793793,370.625641,6758600,-0.5859
2/26/2015,377.212219,375.760773,379.619629,375.500488,4447300,-0.3818
3/11/2015,375.740753,376.256256,378.178192,374.319305,3250900,-0.47965
4/15/2015,377.217224,373.748749,378.853851,373.643646,3490700,-0.38203
4/22/2015,377.292297,377.247253,380.855865,376.831818,3462500,0
4/23/2015,378.223236,375.630646,379.189178,375.500488,3265100,-0.05135
4/24/2015,388.188202,379.479492,388.68869,379.429443,7484700,-0.5574
4/25/2015,379.889893,384.229218,385.620605,379.514526,6074900,-0.3612
4/29/2015,383.253265,380.945953,385.940948,380.115112,3737600,-0.34
4/30/2015,385.470459,379.914917,386.866852,379.629639,4152000,0
5/19/2015,387.362366,385.235229,389.7948,383.133148,5674700,0
5/21/2015,393.078064,390.455444,393.728729,390.170166,6034100,-0.296
6/03/2015,391.601593,389.5896,391.891907,387.262268,4331200,0.3612
6/21/2015,390.740753,391.266266,394.34433,390.075073,3714200,-0.2732
6/22/2015,391.821808,390.455444,393.068054,390.375366,2394000,0.2263
6/24/2015,394.304291,390.255249,394.764771,389.274261,3467100,-0.1027
6/29/2015,396.841827,394.094086,397.027039,393.928925,5454100,-0.4963
7/16/2015,403.828827,398.393402,403.9039,398.038025,5857700,-0.1062
7/17/2015,396.626617,403.05304,404.889893,396.29129,5522800,-0.07224
7/29/2015,398.163177,399.399414,403.128143,396.006012,7005700,-0.5859
8/10/2015,400.255249,400.030029,401.026031,397.297302,4103600,0.03055
8/11/2015,395.780792,401.551544,404.609619,395.640656,4603100,0.3789
8/13/2015,395.460449,397.897888,398.373383,392.59259,4400500,0
8/18/2015,400.290283,397.797791,402.777771,395.950958,4048100,-0.6486
8/21/2015,401.001007,400.950958,403.898895,400.915924,4527000,-0.25
8/27/2015,403.498505,399.299286,403.973969,398.47348,4346400,0
9/14/2015,411.161163,403.05304,411.831818,402.902893,5545600,0.3182
9/21/2015,419.719727,414.879883,420.495483,414.864868,8080100,-0.28315
9/25/2015,416.10611,420.935944,422.422424,414.819824,5740200,0
9/29/2015,416.716705,417.447449,418.728729,415.2052,4101200,0.05785
9/30/2015,416.176178,417.667664,417.877869,412.937927,5817900,-0.065973333
10/01/2015,417.82782,416.261261,420.270264,416.166168,3186200,0.036207692
10/02/2015,414.219208,415.770782,416.361359,412.247253,4012500,-0.133966667
10/03/2015,413.068054,414.364349,415.760773,411.566559,3279300,-0.123514286
10/04/2015,411.181183,413.908905,413.908905,409.104095,3299000,-0.13735
10/05/2015,407.557556,409.659668,410.560547,407.077087,6193200,-0.206516667
10/06/2015,404.299286,402.902893,406.786774,401.136139,3672900,-0.035177778
10/07/2015,406.066071,406.026031,410.035034,403.628632,4192200,-0.055827273
10/08/2015,407.762756,408.823822,409.164154,406.126129,2924600,-0.004466667
10/09/2015,406.036041,406.051056,408.868866,405.330322,2952200,0.0509375
10/10/2015,405.560547,407.777771,408.028015,405.22522,2973400,-0.173114286
10/11/2015,405.22522,406.611603,410.025024,403.813812,3420500,-0.212
10/12/2015,406.616608,407.157166,407.40741,404.299286,2381400,-0.012766667
10/13/2015,401.73172,403.743744,403.9039,401.066071,4322000,0.232775
10/14/2015,397.492493,402.3974,403.088074,397.047058,4571000,0.0659
10/15/2015,400.996002,397.902893,401.52652,397.022034,3610900,-0.040842857
10/16/2015,406.926941,402.672668,407.822815,402.402405,4078900,0.270075
10/17/2015,403.50351,407.137146,407.507507,400.735748,3473500,0.2231
10/18/2015,397.932922,402.527527,403.27829,396.046051,4890300,0.27784
10/19/2015,391.916931,393.423431,393.888885,388.588593,6860900,0.08653
10/20/2015,387.812805,389.764771,390.165161,384.584595,5658500,-0.121436364
10/21/2015,389.214203,388.138153,392.267273,386.941956,4310200,-0.1338
10/22/2015,395.485474,391.851837,396.571564,388.388397,3953200,-0.1126625
10/23/2015,395.590576,396.836823,396.94696,392.422424,4053300,0.032733333
10/24/2015,395.42041,396.391388,396.446442,391.856842,3270100,0.01975
10/25/2015,391.356354,393.368378,398.898895,388.898895,4901200,0.17
10/26/2015,397.082092,393.68869,398.398407,392.352356,3480500,0.168525
10/27/2015,391.671661,393.768768,395.815826,389.439453,4069900,0.039711111
10/28/2015,383.338348,393.068054,393.293304,381.011017,6638300,0.0851
10/29/2015,400.335327,384.964966,402.122131,383.513519,11594700,-0.0172
10/30/2015,400.455444,400.700714,402.382385,387.887878,5761000,-0.068214286
10/31/2015,404.35434,400.900909,408.158173,400.580566,4580000,-0.0951
11/01/2015,407.132141,404.459473,409.409424,404.404419,3654500,-0.0455
11/02/2015,404.954956,408.533539,408.643646,404.219208,3980400,-0.4019
11/03/2015,401.111115,404.204193,404.274261,398.68869,4970400,-0.08675
11/04/2015,409.939941,402.027039,411.761749,401.901917,4596900,-0.162816667
11/05/2015,412.697693,409.909912,414.234222,409.249237,4608700,-0.181983333
11/06/2015,410.625641,412.042053,412.772766,408.588593,2907000,0.037179167
11/08/2015,415.220215,410.460449,417.692688,409.934937,4032500,-0.05135
11/09/2015,423.283295,418.898895,423.823822,418.418427,5020100,-0.13552
11/10/2015,431.206207,424.554565,431.356354,424.554565,4278300,-0.112925
11/12/2015,429.044037,431.936951,432.367371,425.760773,3914000,0.0794
11/13/2015,437.252258,428.928925,437.37738,426.881897,4931600,-0.358054545
11/14/2015,436.176178,435.855865,440.270264,434.549561,4396700,-0.254428571
11/15/2015,440.555542,438.093079,440.710724,436.51651,3791600,-0.192477778
11/16/2015,439.204193,439.884888,441.676666,437.127136,2894100,-0.139864
11/17/2015,443.993988,439.189178,444.789795,439.009003,3155400,0.132407692
11/18/2015,458.403412,448.198212,458.648651,447.457458,7963800,0.086641667
11/19/2015,452.38739,459.959961,460.450439,451.456451,6412700,-0.083146154
11/20/2015,455.045044,455.465454,457.202209,450.710724,5578400,-0.14219375
11/21/2015,454.719727,452.952942,460.760773,452.952942,4540800,-0.076083333
11/22/2015,453.938934,454.464478,456.286285,449.254242,3962000,-0.0150125
11/23/2015,445.155151,451.73172,455.110107,443.883881,5116000,0.2173
11/24/2015,441.836823,438.938934,445.425415,437.437439,4545600,-0.22543
11/25/2015,437.097107,438.068054,439.849854,435.940948,4589000,-0.290671429
11/26/2015,441.07608,442.1922,446.51651,440.640656,4510400,-0.1093375
11/27/2015,434.5896,438.293304,439.434448,432.577576,4022700,-0.044575
11/29/2015,435.815826,435.395386,439.889893,433.638641,4237100,-0.030275
11/30/2015,436.046051,434.494507,438.938934,434.194183,3934800,-0.128781818
12/01/2015,434.249237,436.936951,437.422424,427.937927,4946400,0.007325
12/02/2015,429.97998,434.359344,435.730743,427.462463,3733400,-0.012776923
12/03/2015,430.280273,431.686676,435.160156,428.993988,4209300,-0.1422
12/04/2015,432.752747,432.582581,433.598602,424.034027,5153000,-0.03
12/05/2015,440.305298,435.64566,440.44043,433.093079,5343800,-0.20095
12/06/2015,445.555542,441.491486,445.945953,440.485474,4670900,0
12/07/2015,440.345337,442.427429,443.943939,440.200195,3511600,-0.08605
12/08/2015,436.426422,443.173187,443.443451,435.260254,4405100,-0.10416
12/09/2015,438.938934,434.924927,440.270264,433.183197,4135600,-0.284763636
12/10/2015,437.957947,440.490479,442.792786,437.502502,4485500,-0.2761
12/11/2015,443.568573,440.055054,445.160156,439.57959,4288300,-0.01218
12/12/2015,450.760773,444.769775,450.950958,444.619629,4329400,0.376
12/13/2015,450.790802,451.136139,455.875885,449.199188,5825900,-0.193266667
12/14/2015,442.812805,447.442444,450.950958,442.097107,6737200,0.2546125
12/15/2015,440.905914,444.614624,445.385376,436.971985,7956600,-0.358609091
12/16/2015,435.330322,436.376373,438.598602,432.057068,6027700,-0.102806667
12/17/2015,433.533539,439.069061,440.280273,432.687683,5101200,0.0905875
12/18/2015,437.262268,437.312317,439.439453,435.720734,3659100,-0.0603
12/19/2015,438.973969,439.839844,442.787781,438.763763,3849100,-0.075433333
12/20/2015,440.625641,437.887878,441.361359,437.532532,4693900,0.125
12/21/2015,444.384399,443.668671,446.486481,442.942932,3446100,0.0740125
12/22/2015,441.596588,445.545532,445.945953,439.074066,3779200,0.2421
12/23/2015,443.658661,440.390381,445.030029,439.689697,2091900,0.05746
12/24/2015,447.1922,445.450439,448.153168,444.114105,3400300,0.3331
12/25/2015,452.997986,450.055054,453.588593,448.988983,3935000,0.232633333
12/26/2015,453.073059,455.955963,456.931946,449.439453,3954800,-0.30405
12/27/2015,453.448456,452.177185,456.026031,450.640656,3413300,0.10115
12/28/2015,460.580566,456.95697,460.865875,454.714722,5163200,0.076058333
12/29/2015,461.961975,460.460449,461.961975,458.078064,5131200,-0.0516
12/30/2015,462.8078,462.61261,464.464478,458.638641,3917000,0.0389
12/31/2015,460.265259,464.029022,464.449463,457.40741,3962000,-0.24035
1/01/2016,459.734741,460.960968,463.89389,458.608612,3009100,-0.3668
1/02/2016,455.795807,459.954956,460.460449,452.047058,7261700,-0.28045
1/03/2016,448.748749,443.748749,451.926941,438.243256,14703800,0.0129
1/04/2016,455.805817,451.451447,456.791779,448.948944,5800500,-0.25225
1/05/2016,452.352356,455.805817,456.95697,450.235229,4087300,-0.1582
1/06/2016,451.901917,454.084076,455.605591,450.800812,4152800,0.10997
1/07/2016,444.294281,447.382385,448.873871,443.48349,5996100,-0.122636364
1/08/2016,443.118103,443.938934,445.44043,441.441437,3551800,-0.244533333
1/10/2016,441.576569,442.892883,447.857849,440.885895,3780000,0.026571429
1/11/2016,445.905914,443.173187,448.253265,440.875885,3507600,0.149566667
1/12/2016,444.319305,446.941956,448.703705,443.533539,4342600,-0.091364286
1/13/2016,452.562561,447.947937,452.727722,447.947937,4272500,0.035036842
1/14/2016,453.738739,452.17218,453.953949,450.86087,3424300,0.048275
1/15/2016,452.952942,453.148163,453.213226,450.050049,2616700,-0.19294
1/16/2016,448.733734,452.797791,455.310303,448.313324,3009100,-0.124078571
1/17/2016,445.770782,447.967957,449.674683,444.98999,2755600,0.075278571
1/18/2016,446.776764,448.193207,448.368378,443.088074,2973000,0.19325
1/19/2016,445.650665,445.725739,448.208221,445.445435,2644700,-0.2553
1/20/2016,443.198212,443.89389,443.943939,441.266266,2751200,-0.05016
1/21/2016,441.066071,443.858856,444.694702,438.538544,2836700,-0.056066667
1/22/2016,435.340332,439.624634,440.555542,434.014008,4160200,-0.3612
1/23/2016,430.260254,432.652649,432.892883,429.429443,3734600,0.0258
1/24/2016,428.883881,431.071075,431.651642,428.6987,3346800,0
1/25/2016,433.25827,429.284271,436.436432,429.154144,3618100,0.06556
1/26/2016,433.143158,434.609619,436.491486,432.202209,2463500,-0.06818
1/27/2016,435.100098,435.760773,438.89389,433.683685,3511000,-0.0312
1/28/2016,437.292297,436.786774,437.812805,435.560547,1738000,0.032
1/29/2016,435.540527,439.35434,439.439453,435.310303,2152000,-0.117925
1/30/2016,433.628632,435.435425,437.887878,433.458466,2102800,-0.141671429
2/01/2016,425.500488,430.240234,432.297302,424.374359,3464700,-0.083671429
2/02/2016,424.699707,425.550537,428.133148,424.309296,2657100,0.048933333
2/03/2016,428.143158,424.959961,430.620605,424.719727,2954000,0.1548
2/04/2016,423.873871,428.308319,429.449463,423.203217,3719400,-0.246185714
2/05/2016,430.620605,427.607605,433.528534,427.402405,4091100,0.009044444
2/06/2016,436.251251,430.605591,437.187195,428.013,4078300,0.36005
2/08/2016,440.220215,437.187195,440.380371,436.241241,2580000,-0.077561538
2/09/2016,440.230225,441.661652,442.332336,437.307312,3120000,0.0638
2/10/2016,444.469482,442.307312,445.320313,441.651642,2466700,-0.0385375
2/11/2016,444.779785,445.455444,446.446442,442.442444,2572600,-0.089271429
2/12/2016,448.543549,444.714722,448.933929,443.48349,3217900,0.0568
2/13/2016,446.97699,449.149139,449.399414,445.450439,2188800,0.025090909
2/14/2016,444.97998,447.697693,448.2883,442.862854,2648100,-0.053733333
2/15/2016,444.32431,448.548553,448.948944,442.877869,2670300,0.24695
2/16/2016,443.498505,444.149139,444.639648,440.940948,2516200,0.0028
2/17/2016,452.112122,443.618622,452.437439,441.97699,3865500,0.130385714
2/18/2016,449.644653,453.448456,453.448456,448.148163,3192600,0.23385
2/19/2016,452.007019,449.644653,452.517517,448.25827,8681900,0.026733333
2/20/2016,443.693695,448.523529,451.246246,443.04303,3551200,-0.1298
2/21/2016,443.863861,443.693695,445.495483,441.141144,2970600,-0.027333333
2/22/2016,439.054047,443.718719,443.718719,438.238251,3294700,0.01234
2/23/2016,439.524536,439.5896,441.816803,437.937927,2517200,0.036363636
2/24/2016,438.633636,437.847839,439.199188,436.091095,2515000,-0.010214286
2/25/2016,438.393402,434.974976,440.86087,434.5896,3441300,-0.061725
2/26/2016,443.943939,440.565552,444.279266,440.465454,3366200,0.2035
2/27/2016,444.439453,441.806793,445.125122,439.349335,2987600,-0.151783333
2/28/2016,438.48349,444.444458,447.497498,436.486481,4229700,0
2/29/2016,436.611603,437.937927,439.194183,435.435425,2713200,-0.09888
3/01/2016,433.303314,434.159149,437.432434,432.487488,2584600,0.15565
3/02/2016,427.262268,433.093079,433.423431,426.241241,3883500,0.134171429
3/03/2016,428.358368,428.568573,431.756744,421.911926,5297200,0.11334
3/04/2016,434.554565,432.352356,434.849854,430.535522,4506000,0.2502
3/06/2016,436.431427,433.448456,437.177185,433.083069,2814900,0.072466667
3/07/2016,438.4935,433.763763,438.563568,433.128143,2484700,0.163757143
3/08/2016,441.446442,438.318329,443.25827,437.437439,3180600,0.1365
3/09/2016,449.464478,443.378387,449.614624,442.447449,4011100,-0.2438625
3/10/2016,444.839844,446.941956,448.898895,443.308319,8504600,0.074811111
3/11/2016,506.211212,488.778778,508.238251,487.487488,23109600,0.5574
3/12/2016,502.152161,506.236237,510.01001,500.275269,7249300,0.3549
3/13/2016,504.003998,503.002991,507.007019,498.393402,4412700,0.271025
3/14/2016,516.221191,501.001007,517.892883,500.815826,5321000,0.200842857
3/15/2016,513.288269,516.451477,520.805786,512.912903,4180000,0.059457143
3/16/2016,508.108093,514.924927,514.924927,505.875885,4056900,0.057192857
3/17/2016,508.007996,508.108093,512.227234,507.002014,2315000,-0.107722222
3/18/2016,518.638611,510.060059,518.989014,507.257263,3206700,0.0486
3/19/2016,515.725708,519.234253,519.274292,513.513489,2645500,0.1998
3/20/2016,515.805786,514.97998,521.281311,512.497498,3276700,0.0318
3/21/2016,514.034058,516.411438,518.518494,513.063049,2564000,-0.173211111
3/22/2016,513.568542,516.266296,516.701721,511.52652,2275300,0.096858333
3/23/2016,511.271271,510.685699,516.34137,509.219208,2360400,-0.09805
3/24/2016,511.886902,513.313293,514.014038,508.193207,1823900,0.12248
3/25/2016,504.479492,511.816803,512.477478,504.32431,3355800,-0.209
3/26/2016,508.523529,504.879883,509.759766,504.754761,2579000,-0.1806
3/28/2016,505.800812,505.260254,508.47348,504.504517,2222900,-0.260133333
3/29/2016,506.396393,504.35434,509.289276,503.002991,2433700,-0.186571429
3/30/2016,516.75177,503.878876,516.941956,503.753754,3155600,0.178263636
3/31/2016,518.133118,517.477478,520.395386,515.690674,2331000,0.0286625
4/01/2016,517.297302,517.952942,519.519531,515.670654,2550000,-0.1275
4/02/2016,516.291321,518.393372,524.894897,515.135132,3515800,0.0897
4/03/2016,513.113098,516.376404,517.892883,512.037048,2260900,0
4/04/2016,511.666656,515.490479,517.197205,510.690704,1925400,0.090666667
4/05/2016,517.552551,514.014038,519.674683,513.513489,2181400,0.009466667
4/06/2016,516.461487,517.227234,518.603577,515.125122,2505800,-0.131266667
4/07/2016,523.488464,519.099121,527.122131,518.028015,3222700,-0.133233333
4/08/2016,529.734741,524.824829,531.281311,521.992004,4568000,-0.10116
4/09/2016,532.087097,531.54657,534.534546,530.530518,2244900,0.046675
4/10/2016,530.325317,531.611633,533.843872,530.255249,2383200,-0.0578
4/11/2016,527.767761,532.287292,533.708679,525.905884,2743600,-0.0347125
4/12/2016,527.157166,526.000977,532.252258,525.035034,3348800,0.01075
4/13/2016,529.619629,526.211182,532.522522,525.525513,2380800,0.1337
4/14/2016,529.199219,529.12915,530.360352,526.071045,2265100,0.016983333
4/15/2016,535.470459,535.43042,535.535522,530.570557,2854700,0.001966667
4/16/2016,539.609619,536.031006,541.696716,534.544556,2962200,0.07832
4/17/2016,542.872864,538.613586,546.701721,538.363342,3704000,0.001333333
4/18/2016,539.184204,544.244263,546.206177,538.123108,3420100,-0.010614286
4/19/2016,535.515503,540.325317,542.012024,535.035034,3189800,-0.053114286
4/20/2016,530.925903,538.23822,538.683655,529.474487,4320400,-0.00332
4/21/2016,537.027039,532.532532,537.882874,531.53656,3200700,-0.0883
4/22/2016,535.465454,536.94696,540.920898,534.724731,3068300,-0.09698
4/23/2016,542.917908,536.461487,543.018005,530.050049,4416100,0.10035
4/24/2016,543.653625,540.925903,546.541565,540.080078,3328000,-0.208783333
4/25/2016,550.86084,544.694702,551.136108,544.544556,6516600,0.075838462
4/26/2016,558.108093,554.474487,558.458435,553.113098,3439700,-0.163516667
4/27/2016,556.476501,558.04303,558.178162,554.604614,1466900,-0.1267
4/28/2016,559.289307,557.562561,560.060059,554.899902,2672900,0.06769
